종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
367760,2,KBSTAR Fn5G테크,10840,2,185,1.74,10837.0,2.5999,302156,3285,1203,국내 업종/테마,KBSTAR,False,False,False
395750,2,ARIRANG ESG가치주액티브,9390,5,-65,-0.69,9417.0,0.0,48,0,1193,국내 업종/테마,ARIRANG,False,False,False
322400,2,HANARO e커머스,18275,5,-155,-0.84,18312.0,-5.5115,113026,2064,1170,국내 업종/테마,HANARO,False,False,False
329200,2,TIGER 부동산인프라고배당,6035,2,30,0.5,6042.0,6.2267,125780,759,1165,국내 업종/테마,TIGER,False,False,False
261240,7,KODEX 미국달러선물,10500,5,-15,-0.14,10508.0,1.1544,58622,615,1152,기타,KODEX,False,False,False
309230,2,KINDEX 미국WideMoat가치주,18185,5,-25,-0.14,,1.7602,14980,272,1146,국내 업종/테마,KINDEX,False,False,False
273140,6,KODEX 단기변동금리부채권액티브,102830,5,-5,0.0,102827.0,0.1899,103,10,1142,채권,KODEX,False,False,False
298770,4,KODEX 한국대만IT프리미어,20390,5,-140,-0.68,,4.2926,51185,1046,1121,해외 주식,KODEX,False,False,False
130730,6,KOSEF 단기자금,101285,5,-15,-0.01,101292.0,0.1136,115680,11717,1097,채권,KOSEF,False,False,False
114260,6,KODEX 국고채3년,57275,5,-15,-0.03,57290.0,-1.4196,20758,1188,1096,채권,KODEX,False,False,False
329650,7,KODEX TRF3070,11465,5,-15,-0.13,11425.0,-0.2607,35775,409,1055,기타,KODEX,False,False,False
139220,2,TIGER 200 건설,3065,2,20,0.66,3066.0,1.6694,146410,448,1051,국내 업종/테마,TIGER,False,False,False
325010,2,KODEX Fn성장,17515,5,-170,-0.96,17600.0,-2.8297,44,0,1051,국내 업종/테마,KODEX,False,False,False
328370,1,ARIRANG 코스피TR,15100,5,-35,-0.23,15088.0,-2.9497,25,0,1042,국내 시장지수,ARIRANG,False,False,False
228810,2,TIGER 미디어컨텐츠,10435,5,-105,-1.0,10437.0,30.8504,775005,8023,1027,국내 업종/테마,TIGER,False,False,False
283580,4,KODEX 차이나CSI300,14640,5,-45,-0.31,,5.2688,15787,231,1025,해외 주식,KODEX,False,False,False
379780,4,KBSTAR 미국S&P500,12175,2,15,0.12,,6.2472,73729,898,998,해외 주식,KBSTAR,False,False,False
225040,4,TIGER 미국S&P500레버리지(합성 H),36960,2,110,0.3,,9.169,4827,178,998,해외 주식,TIGER,False,True,True
144600,5,KODEX 은선물(H),4835,5,-85,-1.73,,3.2528,362362,1752,967,원자재,KODEX,False,False,True
364970,2,TIGER KRX바이오K-뉴딜,8720,2,40,0.46,8733.0,-20.6944,368628,3226,959,국내 업종/테마,TIGER,False,False,False
157490,2,TIGER 소프트웨어,17635,5,-55,-0.31,17637.0,-5.8793,100063,1759,924,국내 업종/테마,TIGER,False,False,False
117700,2,KODEX 건설,3435,2,15,0.44,3435.0,-1.441,130708,449,907,국내 업종/테마,KODEX,False,False,False
304940,4,KODEX 미국나스닥100선물(H),20670,5,-55,-0.27,,7.8303,13053,269,899,해외 주식,KODEX,False,False,True
371470,4,TIGER 차이나바이오테크SOLACTIVE,11080,2,90,0.82,,-3.3422,31155,342,895,해외 주식,TIGER,False,False,False
139280,2,TIGER 경기방어,10840,5,-85,-0.78,10872.0,-12.0017,1296,14,876,국내 업종/테마,TIGER,False,False,False
363580,2,KODEX 200IT TR,13895,5,-75,-0.54,13926.0,2.4944,8205,115,875,국내 업종/테마,KODEX,False,False,False
122260,6,KOSEF 통안채1년,101215,5,-30,-0.03,101237.0,-0.0149,10925,1105,870,채권,KOSEF,False,False,False
195930,4,TIGER 유로스탁스50(합성 H),14600,5,-55,-0.38,,3.0953,19631,286,847,해외 주식,TIGER,False,False,True
306520,3,HANARO 200선물인버스,9330,2,40,0.43,9340.0,1.6967,7620,70,835,국내 파생,HANARO,True,False,False
266160,2,KBSTAR 고배당,12395,5,-65,-0.52,12433.0,2.4586,5526,68,812,국내 업종/테마,KBSTAR,False,False,False
136340,6,KBSTAR 중기우량회사채,103885,5,-25,-0.02,103886.0,-1.3201,15,1,810,채권,KBSTAR,False,False,False
174360,4,KBSTAR 중국본토대형주CSI100,21525,5,-55,-0.25,,6.253,2973,64,796,해외 주식,KBSTAR,False,False,False
387270,4,TIGER 글로벌BBIG액티브,12645,5,-105,-0.82,,8.3722,54489,690,752,해외 주식,TIGER,False,False,False
195980,4,ARIRANG 신흥국MSCI(합성 H),11990,5,-10,-0.08,,1.437,32423,389,746,해외 주식,ARIRANG,False,False,True
385510,2,KODEX K-신재생에너지액티브,12360,2,160,1.31,12369.0,13.6999,521201,6407,742,국내 업종/테마,KODEX,False,False,False
387280,2,TIGER 퓨처모빌리티액티브,12270,2,130,1.07,12249.0,15.3992,45381,552,739,국내 업종/테마,TIGER,False,False,False
245340,4,TIGER 미국다우존스30,21580,2,100,0.47,,2.5787,19918,430,738,해외 주식,TIGER,False,False,False
277630,1,TIGER 코스피,30400,5,-20,-0.07,30420.0,-2.9511,292,8,730,국내 시장지수,TIGER,False,False,False
376410,2,TIGER 탄소효율그린뉴딜,9645,5,-5,-0.05,9639.0,-1.2788,41885,404,723,국내 업종/테마,TIGER,False,False,False
391600,4,KINDEX 미국친환경그린테마INDXX,11385,5,-70,-0.61,,18.7046,115066,1310,706,해외 주식,KINDEX,False,False,False
404540,2,TIGER KRX기후변화솔루션,10040,5,-65,-0.64,10059.0,,149136,1492,703,국내 업종/테마,TIGER,False,False,False
385520,2,KODEX K-미래차액티브,11340,2,70,0.62,11372.0,12.1393,32077,360,692,국내 업종/테마,KODEX,False,False,False
114820,6,TIGER 국채3년,108910,5,-80,-0.07,109001.0,-1.4468,3494,380,686,채권,TIGER,False,False,False
305080,6,TIGER 미국채10년선물,12015,3,0,0.0,,-1.5164,74512,895,685,채권,TIGER,False,False,False
123310,3,TIGER 인버스,4490,2,20,0.45,4496.0,1.5909,66222,296,678,국내 파생,TIGER,True,False,False
396510,4,TIGER 차이나클린에너지SOLACTIVE,10760,5,-240,-2.18,,9.7256,77297,835,654,해외 주식,TIGER,False,False,False
365000,2,TIGER KRX인터넷K-뉴딜,11630,5,-5,-0.04,11649.0,-5.8277,37801,439,645,국내 업종/테마,TIGER,False,False,False
282000,3,KBSTAR 국고채3년선물인버스,101405,2,20,0.02,101339.0,1.7206,64,6,635,국내 파생,KBSTAR,True,False,False
363510,6,SOL KIS단기통안채,100530,3,0,0.0,100520.0,0.1743,0,0,633,채권,SOL,False,False,False
245360,4,TIGER 차이나HSCEI,11090,5,-105,-0.94,,1.588,6036,67,632,해외 주식,TIGER,False,False,False
368190,2,HANARO Fn K-뉴딜디지털플러스,12195,5,-45,-0.37,12213.0,-10.7222,5295,64,628,국내 업종/테마,HANARO,False,False,False
233160,1,TIGER 코스닥150 레버리지,17090,2,120,0.71,17268.0,6.6289,110077,1865,615,국내 시장지수,TIGER,False,True,False
354350,4,HANARO 글로벌럭셔리S&P(합성),20465,5,-230,-1.11,,18.0884,27237,557,604,해외 주식,HANARO,False,False,False
130680,5,TIGER 원유선물Enhanced(H),3705,2,135,3.78,,21.843,335004,1234,598,원자재,TIGER,False,False,True
139230,2,TIGER 200 중공업,3260,5,-20,-0.61,3260.0,-1.9432,154348,502,597,국내 업종/테마,TIGER,False,False,False
200250,4,KOSEF 인도Nifty50(합성),18935,2,110,0.58,,6.3859,32181,608,596,해외 주식,KOSEF,False,False,False
256750,4,KODEX 차이나심천ChiNext(합성),15695,5,-115,-0.73,,9.7535,21573,339,596,해외 주식,KODEX,False,False,False
385720,1,TIMEFOLIO Kstock액티브,10225,5,-15,-0.15,10278.0,0.9861,2640,27,583,국내 시장지수,TIMEFOLIO,False,False,False
315960,2,KBSTAR 대형고배당10TR,16015,5,-85,-0.53,16035.0,4.2071,12410,200,577,국내 업종/테마,KBSTAR,False,False,False
395760,2,ARIRANG ESG성장주액티브,9545,5,-35,-0.37,9590.0,0.4192,82,0,573,국내 업종/테마,ARIRANG,False,False,False
227830,1,ARIRANG 코스피,30785,5,-65,-0.21,30758.0,-3.2006,141,4,570,국내 시장지수,ARIRANG,False,False,False
266360,2,KODEX 미디어&엔터테인먼트,26255,2,10,0.04,26265.0,3.0225,14735,384,551,국내 업종/테마,KODEX,False,False,False
102970,2,KODEX 증권,7960,5,-15,-0.19,7979.0,-0.7468,47934,382,541,국내 업종/테마,KODEX,False,False,False
388280,2,KBSTAR Fn컨택트대표,9580,5,-155,-1.59,9603.0,3.6189,43280,415,538,국내 업종/테마,KBSTAR,False,False,False
117680,2,KODEX 철강,8340,5,-120,-1.42,8347.0,-7.7427,182386,1532,537,국내 업종/테마,KODEX,False,False,False
337160,2,KODEX 200ESG,14045,5,-115,-0.81,14092.0,-1.3585,644,9,520,국내 업종/테마,KODEX,False,False,False
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,12030,5,-250,-2.04,,1.4876,68449,823,515,해외 주식,TIGER,False,False,False
302190,6,TIGER 중장기국채,51395,5,-25,-0.05,51405.0,-2.6229,84,4,514,채권,TIGER,False,False,False
266370,2,KODEX IT,21270,3,0,0.0,21266.0,6.3765,18544,396,510,국내 업종/테마,KODEX,False,False,False
289260,2,TIGER MSCI KOREA ESG리더스,11320,2,30,0.27,11318.0,-2.7144,743,8,509,국내 업종/테마,TIGER,False,False,False
114460,6,KINDEX 국고채3년,105055,5,-55,-0.05,105122.0,-1.3885,105,11,504,채권,KINDEX,False,False,False
404260,2,KODEX KRX기후변화솔루션,9990,5,-65,-0.65,10018.0,,2392,23,500,국내 업종/테마,KODEX,False,False,False
336160,6,KBSTAR 금융채액티브,101870,5,-5,0.0,101863.0,-1.2505,5,0,499,채권,KBSTAR,False,False,False
256440,4,KINDEX 인도네시아MSCI(합성),9385,2,10,0.11,,15.0306,4665,43,479,해외 주식,KINDEX,False,False,False
304780,1,HANARO 200선물레버리지,25695,5,-280,-1.08,25731.0,-4.6789,30550,801,475,국내 시장지수,HANARO,False,True,False
363570,6,KODEX 장기종합채권(AA-이상)액티브KAP,93410,5,-745,-0.79,94076.0,-4.246,17,1,471,채권,KODEX,False,False,False
099140,4,KODEX 차이나H,18820,5,-165,-0.87,,1.5783,2094,39,471,해외 주식,KODEX,False,False,False
356540,6,KINDEX KIS종합채권(AA-이상)액티브,96950,3,0,0.0,96905.0,-2.4256,0,0,470,채권,KINDEX,False,False,False
219390,4,KBSTAR 미국S&P원유생산기업(합성 H),4650,2,190,4.26,,32.5408,139107,645,465,해외 주식,KBSTAR,False,False,True
375770,2,KODEX 탄소효율그린뉴딜,9625,5,-60,-0.62,9649.0,-1.0726,3432,33,462,국내 업종/테마,KODEX,False,False,False
292190,1,KODEX KRX300,18405,5,-75,-0.41,18405.0,-1.2293,7089,130,460,국내 시장지수,KODEX,False,False,False
228790,2,TIGER 화장품,2945,5,-30,-1.01,2942.0,-11.4584,190005,561,458,국내 업종/테마,TIGER,False,False,False
243880,2,TIGER 200IT레버리지,60350,5,-210,-0.35,60511.0,3.4859,35202,2186,453,국내 업종/테마,TIGER,False,True,False
341850,7,TIGER KIS부동산인프라채권TR,5790,3,0,0.0,5789.0,3.3559,10519,60,452,기타,TIGER,False,False,False
361580,1,KBSTAR 200TR,20285,5,-115,-0.56,20306.0,-1.9703,4206,85,446,국내 시장지수,KBSTAR,False,False,False
396500,2,TIGER Fn반도체TOP10,9580,5,-140,-1.44,9591.0,10.9589,613971,5882,431,국내 업종/테마,TIGER,False,False,False
400570,4,KODEX 유럽탄소배출권선물ICE(H),11160,5,-125,-1.11,,,200714,2239,423,해외 주식,KODEX,False,False,True
203780,4,TIGER 미국나스닥바이오,20890,5,-50,-0.24,,-6.9334,5614,117,418,해외 주식,TIGER,False,False,False
269540,4,ARIRANG 미국S&P500(H),19405,2,70,0.36,,5.3104,6979,135,408,해외 주식,ARIRANG,False,False,True
204450,4,KODEX 차이나H레버리지(H),4575,5,-55,-1.19,,-1.5941,94379,433,389,해외 주식,KODEX,False,True,True
390390,4,KODEX 미국반도체MV,12345,5,-115,-0.92,,22.097,86238,1065,383,해외 주식,KODEX,False,False,False
123320,3,TIGER 레버리지,22380,5,-200,-0.89,22395.0,-4.8061,57435,1293,380,국내 파생,TIGER,False,True,False
304770,1,HANARO 코스닥150,14870,3,0,0.0,15096.0,2.9421,698,10,378,국내 시장지수,HANARO,False,False,False
139270,2,TIGER 200 금융,7035,2,20,0.29,7045.0,3.3593,46141,326,377,국내 업종/테마,TIGER,False,False,False
276650,4,KBSTAR 글로벌4차산업IT(합성 H),24950,5,-180,-0.72,,6.1457,18848,468,374,해외 주식,KBSTAR,False,False,True
276970,4,KODEX 미국S&P고배당커버드콜(합성 H),10380,3,0,0.0,,0.4159,3044,31,374,해외 주식,KODEX,False,False,True
394350,4,KOSEF 릭소글로벌퓨처모빌리티MSCI,12845,5,-140,-1.08,,20.3429,191267,2460,373,해외 주식,KOSEF,False,False,False
326230,2,KBSTAR 내수주플러스,9895,5,-60,-0.6,9907.0,-6.8321,20,0,372,국내 업종/테마,KBSTAR,False,False,False
385600,2,네비게이터 친환경자동차밸류체인액티브,11795,2,125,1.07,11821.0,12.7536,3986,46,366,국내 업종/테마,네비게이터,False,False,False
396520,4,TIGER 차이나반도체FACTSET,9930,5,-20,-0.2,,-0.5,16115,160,361,해외 주식,TIGER,False,False,False
300640,2,KBSTAR 게임테마,21860,5,-95,-0.43,21926.0,45.9288,100410,2183,361,국내 업종/테마,KBSTAR,False,False,False
279530,2,KODEX 고배당,10225,2,30,0.29,10247.0,6.7539,4382,44,358,국내 업종/테마,KODEX,False,False,False
385710,2,TIMEFOLIO BBIG액티브,11380,2,85,0.75,11420.0,-2.0382,20954,237,353,국내 업종/테마,TIMEFOLIO,False,False,False
381560,2,HANARO Fn전기&수소차,9655,5,-45,-0.46,9660.0,-0.4107,32482,314,348,국내 업종/테마,HANARO,False,False,False
138230,7,KOSEF 미국달러선물,12485,5,-10,-0.08,12486.0,1.174,5269,65,347,기타,KOSEF,False,False,False
225800,3,KOSEF 미국달러선물레버리지,9660,5,-10,-0.1,9666.0,2.058,21794,210,346,국내 파생,KOSEF,False,True,False
310960,1,TIGER 200TR,21030,5,-175,-0.83,21097.0,-1.9649,687,14,336,국내 시장지수,TIGER,False,False,False
252420,3,KBSTAR 200선물인버스2X,2215,2,15,0.68,2222.0,2.0881,145106,320,334,국내 파생,KBSTAR,True,False,False
359210,1,KODEX 코스피TR,13870,5,-50,-0.36,13870.0,-2.9966,645,8,333,국내 시장지수,KODEX,False,False,False
114470,6,KOSEF 국고채3년,110635,3,0,0.0,110657.0,-1.4695,3,0,332,채권,KOSEF,False,False,False
385590,2,네비게이터 ESG액티브,9465,5,-40,-0.42,9492.0,-1.8079,1604,15,331,국내 업종/테마,네비게이터,False,False,False
211900,2,KODEX 배당성장,15215,2,45,0.3,15245.0,-0.4594,1114,16,320,국내 업종/테마,KODEX,False,False,False
364990,2,TIGER KRX게임K-뉴딜,13040,2,50,0.38,13046.0,9.3894,130012,1677,319,국내 업종/테마,TIGER,False,False,False
337140,2,KODEX 코스피대형주,13875,5,-85,-0.61,13902.0,-2.7178,3129,43,319,국내 업종/테마,KODEX,False,False,False
287180,4,ARIRANG 미국나스닥기술주,26535,5,-195,-0.73,,10.0679,28759,763,318,해외 주식,ARIRANG,False,False,False
169950,4,KODEX 차이나A50,22665,5,-5,-0.02,,7.3644,549,12,317,해외 주식,KODEX,False,False,False
227540,2,TIGER 200 헬스케어,21950,5,-265,-1.19,22007.0,-18.2371,18186,402,316,국내 업종/테마,TIGER,False,False,False
332620,6,ARIRANG 미국장기우량회사채,103405,5,-1415,-1.35,,0.1433,660,68,315,채권,ARIRANG,False,False,False
244580,2,KODEX 바이오,12245,5,-15,-0.12,12340.0,-20.4413,34639,426,304,국내 업종/테마,KODEX,False,False,False
272570,6,KBSTAR 중장기국공채액티브,101690,2,5,0.0,101647.0,-2.2636,47,4,300,채권,KBSTAR,False,False,False
137610,5,TIGER 농산물선물Enhanced(H),6880,2,40,0.58,,4.8275,36500,251,296,원자재,TIGER,False,False,True
280930,4,KODEX 미국러셀2000(H),15120,5,-10,-0.07,,6.4743,2087,31,295,해외 주식,KODEX,False,False,True
217780,4,TIGER 차이나CSI300인버스(합성),7300,2,30,0.41,,-5.5231,7385,54,292,해외 주식,TIGER,True,False,False
236350,4,TIGER 인도니프티50레버리지(합성),26185,2,425,1.65,,12.9081,5725,149,288,해외 주식,TIGER,False,True,False
319640,4,TIGER 골드선물(H),12960,5,-85,-0.65,,1.0065,23065,298,285,해외 주식,TIGER,False,False,True
181480,7,KINDEX 미국다우존스리츠(합성 H),100040,2,1600,1.63,,0.8813,1109,110,280,기타,KINDEX,False,False,True
213630,4,ARIRANG 미국다우존스고배당주(합성 H),15860,2,120,0.76,,2.1414,2277,36,274,해외 주식,ARIRANG,False,False,True
354500,1,KINDEX 코스닥150,15040,5,-15,-0.1,15086.0,3.9709,772,11,271,국내 시장지수,KINDEX,False,False,False
250780,3,TIGER 코스닥150선물인버스,4250,5,-20,-0.47,4259.0,-5.4264,193443,827,270,국내 파생,TIGER,True,False,False
266420,2,KODEX 헬스케어,15705,5,-25,-0.16,15813.0,-20.3343,36132,570,267,국내 업종/테마,KODEX,False,False,False
277540,4,KINDEX S&P아시아TOP50,14755,5,-95,-0.64,,2.9819,329,4,266,해외 주식,KINDEX,False,False,False
230480,3,KOSEF 미국달러선물인버스2X,7690,5,-10,-0.13,7714.0,-2.6549,323,2,263,국내 파생,KOSEF,True,False,False
152870,1,파워 200,40350,5,-190,-0.47,40417.0,-2.4543,34,1,262,국내 시장지수,파워,False,False,False
239660,6,ARIRANG 우량회사채50 1년,108455,5,-15,-0.01,108463.0,-0.1335,4802,520,260,채권,ARIRANG,False,False,False
253250,3,KOSEF 200선물레버리지,21175,5,-200,-0.94,21170.0,-4.8309,1977,42,258,국내 파생,KOSEF,False,True,False
252410,3,KBSTAR 200선물인버스,5240,2,30,0.58,5241.0,1.3618,1067,5,257,국내 파생,KBSTAR,True,False,False
160580,5,TIGER 구리실물,10600,2,95,0.9,,7.1392,3611,38,249,원자재,TIGER,False,False,False
218420,4,KODEX 미국S&P에너지(합성),7875,2,230,3.01,,20.5835,18263,144,240,해외 주식,KODEX,False,False,False
365040,1,TIGER AI코리아그로스액티브,13285,5,-5,-0.04,13308.0,-2.5303,785,10,239,국내 시장지수,TIGER,False,False,False
248270,4,TIGER S&P글로벌헬스케어(합성),18375,5,-30,-0.16,,-2.5933,20522,377,239,해외 주식,TIGER,False,False,False
292160,1,TIGER KRX300,18305,5,-130,-0.71,18356.0,-1.2799,2442,44,238,국내 시장지수,TIGER,False,False,False
176950,6,KODEX 국채선물10년인버스,48245,5,-15,-0.03,48228.0,4.1432,107,5,237,채권,KODEX,True,False,False
252400,3,KBSTAR 200선물레버리지,21445,5,-240,-1.11,21445.0,-4.7023,42514,917,236,국내 파생,KBSTAR,False,True,False
114100,6,KBSTAR 국고채3년,111205,3,0,0.0,111214.0,-1.4097,77,8,234,채권,KBSTAR,False,False,False
168300,1,KTOP 코스피50,28070,5,-55,-0.2,28048.0,-2.3268,119,3,232,국내 시장지수,KTOP,False,False,False
332610,6,ARIRANG 미국단기우량회사채,100160,2,85,0.08,,0.4668,40,4,230,채권,ARIRANG,False,False,False
261250,7,KODEX 미국달러선물레버리지,10145,5,-15,-0.15,10148.0,2.1105,32437,329,230,기타,KODEX,False,True,False
322410,2,HANARO 고배당,11080,3,0,0.0,11107.0,2.0163,289,3,227,국내 업종/테마,HANARO,False,False,False
400590,4,SOL 글로벌탄소배출권선물IHS(합성),11340,5,-135,-1.18,,,67304,762,227,해외 주식,SOL,False,False,False
304660,6,KODEX 미국채울트라30년선물(H),12410,5,-45,-0.36,,-2.3521,13692,169,223,채권,KODEX,False,False,True
266410,2,KODEX 필수소비재,8500,5,-30,-0.35,8505.0,-9.1103,21432,183,221,국내 업종/테마,KODEX,False,False,False
404120,2,TIMEFOLIO 탄소중립액티브,9895,5,-5,-0.05,9894.0,,3523,34,218,국내 업종/테마,TIMEFOLIO,False,False,False
225130,4,KINDEX 골드선물 레버리지(합성 H),16740,5,-245,-1.44,,1.3727,9854,164,218,해외 주식,KINDEX,False,True,True
210780,2,TIGER 코스피고배당,15430,2,160,1.05,15470.0,7.1879,4157,63,218,국내 업종/테마,TIGER,False,False,False
377990,2,TIGER Fn신재생에너지,9820,5,-35,-0.36,9825.0,2.0714,23391,228,216,국내 업종/테마,TIGER,False,False,False
285690,2,FOCUS ESG리더스,11010,5,-10,-0.09,11041.0,-2.3483,2,0,215,국내 업종/테마,FOCUS,False,False,False
329660,7,KODEX TRF5050,12625,2,50,0.4,12607.0,0.8016,40359,509,215,기타,KODEX,False,False,False
138520,2,TIGER 삼성그룹펀더멘털,11595,5,-115,-0.98,11633.0,-2.376,10479,121,213,국내 업종/테마,TIGER,False,False,False
237370,7,KODEX 배당성장채권혼합,11845,5,-35,-0.29,11909.0,-0.9588,7736,91,213,기타,KODEX,False,False,False
331910,2,KOSEF Fn중소형,23630,5,-85,-0.36,23721.0,-3.8711,57346,1348,213,국내 업종/테마,KOSEF,False,False,False
397410,6,KBSTAR 국채선물5년추종인버스,51240,2,20,0.04,51199.0,,5,0,212,채권,KBSTAR,True,False,False
300950,2,KODEX 게임산업,17620,2,90,0.51,17627.0,33.055,135608,2349,211,국내 업종/테마,KODEX,False,False,False
276990,4,KODEX 글로벌4차산업로보틱스(합성),19520,5,-230,-1.16,,9.3274,4043,78,210,해외 주식,KODEX,False,False,False
329670,7,KODEX TRF7030,13795,2,35,0.25,13811.0,2.1908,4951,68,207,기타,KODEX,False,False,False
300610,2,TIGER K게임,18755,2,35,0.19,18787.0,47.8672,112260,2089,206,국내 업종/테마,TIGER,False,False,False
388420,2,KBSTAR 비메모리반도체액티브,10580,5,-270,-2.49,10593.0,12.6102,208146,2199,205,국내 업종/테마,KBSTAR,False,False,False
371130,4,KINDEX 블룸버그베트남VN30선물레버리지(H),22660,2,950,4.38,,12.4287,8520,190,204,해외 주식,KINDEX,False,True,True
278620,6,ARIRANG 단기채권액티브,105910,5,-5,0.0,105907.0,-0.1603,1,0,200,채권,ARIRANG,False,False,False
152380,6,KODEX 국채선물10년,67955,5,-45,-0.07,67971.0,-3.853,246,16,200,채권,KODEX,False,False,False
117460,2,KODEX 에너지화학,18885,2,165,0.88,18911.0,-0.795,2595,48,198,국내 업종/테마,KODEX,False,False,False
352560,7,KODEX 다우존스미국리츠(H),14990,2,70,0.47,,3.2168,1604,24,195,기타,KODEX,False,False,True
138910,5,KODEX 구리선물(H),8085,2,45,0.56,,5.6504,25523,207,194,원자재,KODEX,False,False,True
238720,4,KINDEX 일본Nikkei225(H),19245,5,-410,-2.09,,8.7413,310,6,192,해외 주식,KINDEX,False,False,True
143460,2,KINDEX 밸류대형,9550,5,-25,-0.26,9551.0,0.7364,130,1,191,국내 업종/테마,KINDEX,False,False,False
227570,2,TIGER 우량가치,11955,5,-10,-0.08,11981.0,-0.993,159,1,190,국내 업종/테마,TIGER,False,False,False
337150,2,KODEX 200exTOP,13525,5,-125,-0.92,13576.0,-4.2777,24,0,189,국내 업종/테마,KODEX,False,False,False
306950,3,KODEX KRX300레버리지,18580,5,-115,-0.62,18591.0,-4.2755,1229,23,186,국내 파생,KODEX,False,True,False
292730,1,FOCUS KRX300,18460,5,-60,-0.32,18478.0,-1.4894,53,0,185,국내 시장지수,FOCUS,False,False,False
368680,2,KODEX Fn K-뉴딜디지털플러스,12220,5,-45,-0.37,12237.0,-10.6376,3436,42,183,국내 업종/테마,KODEX,False,False,False
395280,2,HANARO Fn K-게임,10465,2,65,0.63,10454.0,15.8129,72627,750,183,국내 업종/테마,HANARO,False,False,False
140700,2,KODEX 보험,6620,2,35,0.53,6628.0,1.9349,69850,464,179,국내 업종/테마,KODEX,False,False,False
289040,2,KODEX MSCI KOREA ESG유니버설,11840,5,-90,-0.75,11889.0,-2.0124,123,1,178,국내 업종/테마,KODEX,False,False,False
140710,2,KODEX 운송,5540,5,-50,-0.89,5556.0,-14.981,13467,74,177,국내 업종/테마,KODEX,False,False,False
395290,2,HANARO Fn K-POP&미디어,11340,5,-115,-1.0,11333.0,25.8791,106162,1190,176,국내 업종/테마,HANARO,False,False,False
399110,4,SOL 미국S&P500ESG,10875,2,65,0.6,,,18460,201,174,해외 주식,SOL,False,False,False
139250,2,TIGER 200 에너지화학,19175,2,175,0.92,19199.0,-3.5827,4375,83,173,국내 업종/테마,TIGER,False,False,False
284430,6,KODEX 200미국채혼합,13120,5,-50,-0.38,13140.0,-1.8629,2717,35,168,채권,KODEX,False,False,False
237350,1,KODEX 코스피100,30235,5,-195,-0.64,30313.0,-2.3741,532,16,166,국내 시장지수,KODEX,False,False,False
292500,1,SOL KRX300,18430,3,0,0.0,18425.0,-1.5755,0,0,166,국내 시장지수,SOL,False,False,False
276000,4,TIGER 글로벌자원생산기업(합성 H),13790,2,175,1.29,,8.2273,1588,21,165,해외 주식,TIGER,False,False,True
360140,2,KODEX 200롱코스닥150숏선물,10300,5,-60,-0.58,10269.0,-7.2516,9268,95,165,국내 업종/테마,KODEX,False,False,False
280320,4,KINDEX 미국IT인터넷S&P(합성 H),20515,5,-235,-1.13,,0.2173,916,18,164,해외 주식,KINDEX,False,False,True
407820,2,에셋플러스 코리아플랫폼액티브,10250,2,45,0.44,10249.0,,51324,523,164,국내 업종/테마,에셋플러스,False,False,False
211560,2,TIGER 배당성장,18825,2,10,0.05,18886.0,-0.2387,3240,61,164,국내 업종/테마,TIGER,False,False,False
304760,1,HANARO KRX300,18085,5,-135,-0.74,18135.0,-1.2681,207,3,163,국내 시장지수,HANARO,False,False,False
225050,4,TIGER 유로스탁스레버리지(합성 H),10820,5,-130,-1.19,,5.3391,7458,80,162,해외 주식,TIGER,False,True,True
241180,4,TIGER 일본니케이225,17960,5,-250,-1.37,,4.7454,1295,23,162,해외 주식,TIGER,False,False,False
138530,2,TIGER LG그룹+펀더멘털,10595,2,10,0.09,10606.0,-1.9454,3276,34,161,국내 업종/테마,TIGER,False,False,False
316670,1,KOSEF 코스닥150,7415,5,-5,-0.07,7505.0,3.1988,630,4,160,국내 시장지수,KOSEF,False,False,False
272910,6,KINDEX 중장기국공채액티브,99400,5,-5,-0.01,99433.0,-1.8843,1,0,156,채권,KINDEX,False,False,False
245350,4,TIGER 유로스탁스배당30,13000,5,-70,-0.54,,-1.8696,8575,111,156,해외 주식,TIGER,False,False,False
102960,2,KODEX 기계장비,5815,5,-30,-0.51,5832.0,2.9955,10710,62,155,국내 업종/테마,KODEX,False,False,False
091220,2,TIGER 은행,7935,2,65,0.83,7938.0,5.5525,69378,552,154,국내 업종/테마,TIGER,False,False,False
367740,2,HANARO Fn5G산업,13320,2,45,0.34,13360.0,3.1468,3474,46,153,국내 업종/테마,HANARO,False,False,False
182490,6,TIGER 단기선진하이일드(합성 H),12510,5,-45,-0.36,,0.965,45,0,150,채권,TIGER,False,False,True
183700,7,KBSTAR 채권혼합,62250,3,0,0.0,62291.0,-1.9994,6,0,149,기타,KBSTAR,False,False,False
253160,3,ARIRANG 200선물인버스2X,4455,2,35,0.79,4459.0,2.5522,85886,382,149,국내 파생,ARIRANG,True,False,False
223190,2,KODEX 200가치저변동,10645,5,-65,-0.61,10668.0,0.5161,2373,25,149,국내 업종/테마,KODEX,False,False,False
153270,1,KOSEF 코스피100,29775,5,-165,-0.55,29767.0,-2.3898,41976,1253,149,국내 시장지수,KOSEF,False,False,False
